year,word,frequency
1935,trumpetfish,0.001336
1935,unicornfish,6.7e-05
1935,wrasse,0.02284
1936,angelfish,0.010907
1936,bannerfish,5.1e-05
1936,blenny,0.048383
1936,butterflyfish,0.002139
1936,cornetfish,0.00025
1936,damselfish,0.001019
1936,filefish,0.003631
1936,frogfish,0.001296
1936,goatfish,0.008931
1936,hawkfish,0.000157
1936,lionfish,0.000413
1936,lizardfish,0.00129
1936,needlefish,0.005294
1936,parrotfish,0.007229
1936,pipefish,0.022609
1936,porcupinefish,0.000421
1936,rabbitfish,0.000351
1936,scorpionfish,0.000801
1936,sharksucker,0.002448
1936,soldierfish,0.000141
1936,squirrelfish,0.003299
1936,surgeonfish,0.000768
1936,triggerfish,0.004632
1936,trumpetfish,0.001015
1936,unicornfish,5.3e-05
1936,wrasse,0.021971
1937,angelfish,0.012386
1937,bannerfish,3.2e-05
1937,blenny,0.046975
1937,butterflyfish,0.002211
1937,cornetfish,0.000344
1937,damselfish,0.000983
1937,filefish,0.004542
1937,frogfish,0.001133
1937,goatfish,0.009861
1937,hawkfish,0.000267
1937,lionfish,0.00039
1937,lizardfish,0.000852
1937,needlefish,0.005447
1937,parrotfish,0.006584
1937,pipefish,0.022049
1937,porcupinefish,0.000482
1937,rabbitfish,0.000363
1937,scorpionfish,0.000808
1937,sharksucker,0.001711
1937,soldierfish,0.000231
1937,squirrelfish,0.002986
1937,surgeonfish,0.000846
1937,triggerfish,0.004728
1937,trumpetfish,0.000722
1937,unicornfish,4.2e-05
1937,wrasse,0.02059
1938,angelfish,0.014227
1938,bannerfish,1.6e-05
1938,blenny,0.046629
1938,butterflyfish,0.002581
1938,cornetfish,0.000447
1938,damselfish,0.001162
1938,filefish,0.00591
1938,frogfish,0.001149
1938,goatfish,0.010235
1938,hawkfish,0.000454
1938,lionfish,0.00044
1938,lizardfish,0.000812
1938,needlefish,0.005658
1938,parrotfish,0.006424
1938,pipefish,0.022251
1938,porcupinefish,0.000579
1938,rabbitfish,0.000355
1938,scorpionfish,0.000854
1938,sharksucker,0.001342
1938,soldierfish,0.00035
1938,squirrelfish,0.002643
1938,surgeonfish,0.001007
1938,triggerfish,0.00538
1938,trumpetfish,0.000519
1938,unicornfish,3.1e-05
1938,wrasse,0.019221
1939,angelfish,0.015674
1939,bannerfish,8e-06
1939,blenny,0.047017
1939,butterflyfish,0.003222
1939,cornetfish,0.00053
1939,damselfish,0.001373
1939,filefish,0.007414
1939,frogfish,0.001324
1939,goatfish,0.01051
1939,hawkfish,0.00069
1939,lionfish,0.00061
1939,lizardfish,0.001
1939,needlefish,0.005929
1939,parrotfish,0.006529
1939,pipefish,0.022948
1939,porcupinefish,0.000697
1939,rabbitfish,0.00034
1939,scorpionfish,0.000968
1939,sharksucker,0.001256
1939,soldierfish,0.000441
1939,squirrelfish,0.002381
1939,surgeonfish,0.001202
1939,triggerfish,0.006498
1939,trumpetfish,0.000406
1939,unicornfish,2e-05
1939,wrasse,0.018261
1940,angelfish,0.016075
1940,bannerfish,7e-06
1940,blenny,0.046999
1940,butterflyfish,0.003855
1940,cornetfish,0.000556
1940,damselfish,0.00149
1940,filefish,0.008668
1940,frogfish,0.001596
1940,goatfish,0.010879
1940,hawkfish,0.000902
1940,lionfish,0.000862
1940,lizardfish,0.00123
1940,needlefish,0.00626
1940,parrotfish,0.006466
1940,pipefish,0.023685
1940,porcupinefish,0.000834
1940,rabbitfish,0.000322
1940,scorpionfish,0.001141
